# id	name	entry	idglob	caller	site
13494	reset_on_civilwar	1434390A0	142ABDF3C	1400831C0	14010B3BE
13495	can_lower_tension	1433BBFD0	142AC7908	1400831C0	1400A83C4
13496	add_named_threat	1433A9DD8	1427536F4	1400831C0	140099E35
13497	set_province_controller	1433A9E20	1427536FC	1400831C0	140099E6E
13498	set_conveyor_group_command	1433A0E68	142AF7B08	1400831C0	140092CA7
13499	used_saved_points	143416408	142AE73BC	1400831C0	1400EFB1B
13500	research	14339AF58	142AF3708	1400831C0	14008E165
13501	set_major	1433A9E68	142753700	1400831C0	140099EA7
13502	is_major	143416450	142785118	1400831C0	1400EFB54
13503	save_date	143416498	142AE740C	1400831C0	1400EFB8D
13504	is_on_continent	143443528	1427AE7B4	1400831C0	1401135FF
13505	ai_call_ally_desire_factor	14339AFA0	1427D6300	1400831C0	14008E19E
13506	ai_get_ally_desire_factor	14339AFE8	1427D6304	1400831C0	14008E1D7
13507	unused_token_13507	1433DCAF0	142AD2CA4	1400831C0	1400C21E8
13508	unused_token_13508	1433DCB38	142AD2CBC	1400831C0	1400C2221
13509	unused_token_13509	1433DCB80	142AD2CD4	1400831C0	1400C225A
13510	unused_token_13510	1433DCBC8	142AD2CEC	1400831C0	1400C2293
13511	corps_commander	1433BC018	142AC7928	1400831C0	1400A83FD
13512	unused_token_13512	1433DCC10	142AD2D04	1400831C0	1400C22CC
13513	create_field_marshal	1433A9EB0	142753704	1400831C0	140099EE0
13514	create_corps_commander	1433A9EF8	142753708	1400831C0	140099F19
13515	goto_province	1433A9F40	14275370C	1400831C0	140099F52
13516	goto_state	1433A9F88	1427537C0	1400831C0	140099F8B
13517	nukes	1434164E0	142AE7428	1400831C0	1400EFBC6
13518	recon_factor	1433BF4F8	1427D65A4	1400831C0	1400AADD9
13519	combat_width_factor	1433BF540	1427D65A8	1400831C0	1400AAE12
13520	unused_token_13520	1433DCC58	142AD2D1C	1400831C0	1400C2305
13521	sub_unit_categories	143448D30	142AC60D4	1400831C0	140117BB0
13522	leave_faction	1433A5230	1427C7F08	1400831C0	140096250
13523	keep_subjects	1433AA9F0	142ABED0C	1400831C0	14009A7C8
13524	unused_token_13524	1433DCCA0	142AD2D34	1400831C0	1400C233E
13525	unused_token_13525	1433DCCE8	142AD2D4C	1400831C0	1400C2377
13526	unused_token_13526	1433DCD30	142AD2D64	1400831C0	1400C23B0
13527	on_actions	143416528	142AE7460	1400831C0	1400EFBFF
13528	on_action	143416570	142AE7488	1400831C0	1400EFC38
13529	unused_token_13529	1433DCD78	142AD2D7C	1400831C0	1400C23E9
13530	is_amphibious_invasion	143443570	1427B5024	1400831C0	140113638
13531	unused_token_13531	1433DCDC0	142AD2D94	1400831C0	1400C2422
13532	unused_token_13532	1433DCE08	142AD2DAC	1400831C0	1400C245B
13533	transport_order	1433A0EF8	142AF7B5C	1400831C0	140092D19
13534	unused_token_13534	1433DCE50	142AD2DC4	1400831C0	1400C2494
13535	unused_token_13535	1433DCE98	142AD2DDC	1400831C0	1400C24CD
13536	complete_national_focus	1433A9FD0	1427537C4	1400831C0	140099FC4
13537	can_join_opposite_factions	14343D468	142AC0D28	1400831C0	14010E967
13538	field_marshal	1433BC060	142AC794C	1400831C0	1400A8436
13539	war_impact_on_world_tension	1433BC0A8	142AC796C	1400831C0	1400A846F
13540	faction_impact_on_world_tension	1433BC0F0	142AC7990	1400831C0	1400A84A8
13541	max_dig_in_factor	1433BF588	1427D65AC	1400831C0	1400AAE4B
13542	invasion_preparation	1433BF5D0	1427D65B0	1400831C0	1400AAE84
13543	transport_capacity	1433BF618	1427D65B4	1400831C0	1400AAEBD
13544	enemies	1434165B8	142AE74D4	1400831C0	1400EFC71
13545	strategic_navy	143416600	142AE74F4	1400831C0	1400EFCAA
13546	set_party_name	1433AA018	1427537C8	1400831C0	140099FFD
13547	long_name	1433BC138	142AC79B4	1400831C0	1400A84E1
13548	start_experience_factor	143416648	142AE7504	1400831C0	1400EFCE3
13549	template_counter	143416690	142AE752C	1400831C0	1400EFD1C
13550	set_division_template_symbol	14339EF30	142AF67B0	1400831C0	1400913F0
13551	entrenchment	1434166D8	142AE7550	1400831C0	1400EFD55
13552	assist	143448D78	142AC60FC	1400831C0	140117BE9
13553	justifying_war_goal	1433BF660	142AC8FD4	1400831C0	1400AAEF6
13554	killer_name	143448DC0	142AC6130	1400831C0	140117C22
13555	killer_country	143448E08	142AC6170	1400831C0	140117C5B
13556	killer_definition	143448E50	142AC61B0	1400831C0	140117C94
13557	take_states_threat_factor	1433A5278	142ABB244	1400831C0	140096289
13558	force_government_limit	143438950	142ABDA28	1400831C0	14010ADF4
13559	liberate_threat_factor	1433A52C0	142ABB288	1400831C0	1400962C2
13560	puppet_threat_factor	1433A5308	142ABB2B8	1400831C0	1400962FB
13561	force_government_threat_factor	1433A5350	142ABB2D8	1400831C0	140096334
13562	dig_in_cap	143416720	142AE7578	1400831C0	1400EFD8E
13563	set_order_group_name	1433A0F40	142AF7B94	1400831C0	140092D52
13564	naval_combat_result	143416768	142AE759C	1400831C0	1400EFDC7
13565	dispatch_naval_combat_results_command	1433A0F88	142AF7BBC	1400831C0	140092D8B
13566	always_shown	1434167B0	142AE75BC	1400831C0	1400EFE00
13567	strength_ratio	1433BDCC8	142785EA4	1400831C0	1400A9AB3
13568	dynamic_faction_names	143438AB8	142ABDB2C	1400831C0	14010AF11
13569	last_leader	143448E98	142AC61EC	1400831C0	140117CCD
13570	unused_token_13570	1433DCEE0	142AD2DF4	1400831C0	1400C2506
13571	set_order_group_motorization	1433A0FD0	142AF7BF4	1400831C0	140092DC4
13572	reliability_factor	143448F28	142AC6268	1400831C0	140117D3F
13573	initiative	143448EE0	142AC6230	1400831C0	140117D06
13574	remove_division_template_command	1433A1018	142AF7C10	1400831C0	140092DFD
13575	unused_token_13575	1433DCF28	142AD2E0C	1400831C0	1400C253F
13576	has_max_planning	1434435B8	1427B5028	1400831C0	140113671
13577	unused_token_13577	1433DCF70	142AD2E24	1400831C0	1400C2578
13578	order_replace_root_commands	1433A1060	142AF7C18	1400831C0	140092E36
13579	order_remove_root_commands	1433A10A8	142AF7C50	1400831C0	140092E6F
13580	order_replace_fallback_commands	1433A10F0	142AF7C9C	1400831C0	140092EA8
13581	navy_repair_mode_command	14339F248	142AF69FC	1400831C0	140091663
13582	has_civil_war	143442688	14277FF2C	1400831C0	140112A6B
13583	navy_repair_now_command	14339F290	142AF6A44	1400831C0	14009169C
13584	unused_token_13584	1433DCFB8	142AD2E3C	1400831C0	1400C25B1
13585	unused_token_13585	1433DD000	142AD2E54	1400831C0	1400C25EA
13586	less_combat_width_than_opponent	143443600	1427B502C	1400831C0	1401136AA
13587	is_fighting_air_units	143443648	1427B5030	1400831C0	1401136E3
13588	opponent	143443690	142AC3D0C	1400831C0	14011371C
13589	has_carrier_airwings_on_mission	1434436D8	1427B5034	1400831C0	140113755
13590	navy_cancel_repair_command	14339F2D8	142AF6A78	1400831C0	1400916D5
13591	has_flanked_opponent	1434167F8	1427B5054	1400831C0	1400EFE39
13592	gain_xp_on_spotting	143416840	142AE760C	1400831C0	1400EFE72
13593	repair_mode	143416888	142AE762C	1400831C0	1400EFEAB
13594	repair_child	1434168D0	142AE7650	1400831C0	1400EFEE4
13595	repair_parent	143416918	142AE7668	1400831C0	1400EFF1D
13596	repair_split	143416960	142AE7684	1400831C0	1400EFF56
13597	repair_target	1434169A8	142AE76A4	1400831C0	1400EFF8F
13598	repair_last_mission	1434169F0	142AE76C0	1400831C0	1400EFFC8
13599	navy_detach_ships_and_repair_command	14339F320	142AF6AA0	1400831C0	14009170E
13600	deploy_conveyor_command	1433A1138	142AF7CE0	1400831C0	140092EE1
13601	remove_conveyor_command	1433A1180	142AF7CF8	1400831C0	140092F1A
13602	shares_slots	14343A450	142ABEB6C	1400831C0	14010C354
13603	any_claim	143443330	14278000C	1400831C0	140113470
13604	remove_building_level_command	1433A11C8	142AF7D1C	1400831C0	140092F53
13605	ingame_set_template_counter	143416A38	142AE76E4	1400831C0	1400F0001
13606	base_cost_conversion	14343A4E0	142ABEBD8	1400831C0	14010C3C6
13607	to_convert	14343A498	142ABEBAC	1400831C0	14010C38D
13608	construction	14343A528	142ABEC10	1400831C0	14010C3FF
13609	conversion	14343A570	142ABEC58	1400831C0	14010C438
13610	unused_token_13610	1433DD048	142AD2E6C	1400831C0	1400C2623
13611	unused_token_13611	1433DD090	142AD2E84	1400831C0	1400C265C
13612	add_extra_state_shared_building_slots	1433AA060	14274C948	1400831C0	14009A036
13613	extra_shared_slots	14343A5B8	142ABECB4	1400831C0	14010C471
13614	set_timed_activity_distribution_command	1433A1210	142AF7D48	1400831C0	140092F8C
13615	unused_token_13615	1433DD0D8	142AD2E9C	1400831C0	1400C2695
13616	unused_token_13616	1433DD120	142AD2EB4	1400831C0	1400C26CE
13617	has_volunteers_amount_from	143443720	142780024	1400831C0	14011378E
13618	air_bombing_targetting	1433B00D8	1427D6B74	1400831C0	14009EC95
13619	lend_lease_cost	1433B0870	142AC29E0	1400831C0	14009F298
13620	num_of_controlled_states	143443768	142780028	1400831C0	1401137C7
13621	air_kills	143416A80	142AE7704	1400831C0	1400F003A
13622	air_damage_str	143416AC8	142AE771C	1400831C0	1400F0073
13623	air_damage_org	143416B10	142AE7740	1400831C0	1400F00AC
13624	strategic_bomb_visibility	1433B0120	1427D6B78	1400831C0	14009ECCE
13625	include_locked	1434437B0	142AC3D58	1400831C0	140113800
13626	nuclear_raid_before_1944	14342BFA8	142AF48D4	1400831C0	140100E4F
13627	nuclear_raid_before_1945	14342BFF0	142AF4924	1400831C0	140100E88
13628	plan_value	143416B58	142AE7758	1400831C0	1400F00E5
13629	our_power	143416BA0	142AE7780	1400831C0	1400F011E
13630	enemy_power	143416BE8	142AE779C	1400831C0	1400F0157
13631	unused_token_13631	1433DD168	142AD2ECC	1400831C0	1400C2707
13632	active_peace	1433A5398	142ABB304	1400831C0	14009636D
13633	previous_peace	1433A53E0	142ABB334	1400831C0	1400963A6
13634	unused_token_13634	1433DD1B0	142AD2EE4	1400831C0	1400C2740
13635	unused_token_13635	1433DD1F8	142AD2EFC	1400831C0	1400C2779
13636	add_mass_production_line_factories_command	14339EAF8	142AF6428	1400831C0	140091099
13637	strategic_air_aggression_command	1433A1258	142AF7D68	1400831C0	140092FC5
13638	remove_mass_production_line_command	14339EB40	142AF6468	1400831C0	1400910D2
13639	taken_states	1433A5428	142ABB35C	1400831C0	1400963DF
13640	unused_token_13640	1433DD240	142AD2F14	1400831C0	1400C27B2
13641	capitulated	1433A5470	142ABB378	1400831C0	140096418
13642	strategic_air_move_equipment_command	1433A12A0	142AF7D98	1400831C0	140092FFE
13643	air_strategic_bomber_night_penalty	1433BF6A8	1427D65B8	1400831C0	1400AAF2F
13644	air_night_penalty	1433BF6F0	1427D65BC	1400831C0	1400AAF68
13645	air_weather_penalty	1433BF738	1427D65C0	1400831C0	1400AAFA1
13646	strategic_air_move_equipment_to_reservers_command	1433A12E8	142AF7DCC	1400831C0	140093037
13647	old_division_template_id	143416C30	142AE77B8	1400831C0	1400F0190
13648	local_resources_factor	1433BF780	1427D65C4	1400831C0	1400AAFDA
13649	original_tag	1434437F8	14278002C	1400831C0	140113839
13650	auto_merge_orders_command	1433A1330	142AF7DF4	1400831C0	140093070
13651	delete_air_wing_command	1433A1378	142AF7E18	1400831C0	1400930A9
13652	ai_historical_focus_list	14339AF10	142AF36AC	1400831C0	14008E12C
13653	ai_national_focuses	14339AEC8	142AF3654	1400831C0	14008E0F3
13654	editor_postfix	143416C78	142AE77EC	1400831C0	1400F01C9
13655	has_added_tension_amount	143443840	142780030	1400831C0	140113872
13656	allow_new_equipment	143416CC0	142AE7818	1400831C0	1400F0202
13657	not_allowed_equipment	143416D08	142AE7848	1400831C0	1400F023B
13658	air_superiority_efficiency	1433BF7C8	1427D65C8	1400831C0	1400AB013
13659	air_escort_efficiency	1433BF810	1427D65CC	1400831C0	1400AB04C
13660	air_intercept_efficiency	1433BF858	1427D65D0	1400831C0	1400AB085
13661	air_cas_efficiency	1433BF8A0	1427D65D4	1400831C0	1400AB0BE
13662	air_nav_efficiency	1433BF8E8	1427D65D8	1400831C0	1400AB0F7
13663	join_allies	1433A5500	142ABB3F0	1400831C0	14009648A
13664	once_need	143441560	142AC3314	1400831C0	140111CD6
13665	lended_factories	14343A600	142ABED10	1400831C0	14010C4AA
13666	proposed_diplo_action	143416D50	142AE7870	1400831C0	1400F0274
13667	occupation	1433A5548	142ABB428	1400831C0	1400964C3
13668	dynamic_revolution_tag	143416D98	142AE7898	1400831C0	1400F02AD
13669	cancel_if_invalid	143416DE0	142AE78AC	1400831C0	1400F02E6
13670	humans	143416E28	142AE78D4	1400831C0	1400F031F
13671	player_countries	143416E70	142AE78F4	1400831C0	1400F0358
13672	ai_focus_defense_factor	14339B030	1427D6308	1400831C0	14008E210
13673	ai_focus_aggressive_factor	14339B078	1427D630C	1400831C0	14008E249
13674	ai_focus_war_production_factor	14339B0C0	1427D6310	1400831C0	14008E282
13675	ai_focus_military_advancements_factor	14339B108	1427D6314	1400831C0	14008E2BB
13676	ai_focus_peaceful_factor	14339B1E0	1427D6320	1400831C0	14008E366
13677	ai_focus_naval_factor	14339B228	1427D6324	1400831C0	14008E39F
13678	ai_focus_naval_air_factor	14339B270	1427D6328	1400831C0	14008E3D8
13679	ai_focus_aviation_factor	14339B2B8	1427D632C	1400831C0	14008E411
13680	unused_token_13680	1433DD288	142AD2F2C	1400831C0	1400C27EB
13681	law	1433BC180	142AC79D4	1400831C0	1400A851A
13682	ask_to_coop_command	1433A13C0	142AF7E48	1400831C0	1400930E2
13683	unused_token_13683	1433DD2D0	142AD2F44	1400831C0	1400C2824
13684	unused_token_13684	1433DD318	142AD2F5C	1400831C0	1400C285D
13685	unused_token_13685	1433DD360	142AD2F74	1400831C0	1400C2896
13686	unused_token_13686	1433DD3A8	142AD2F8C	1400831C0	1400C28CF
13687	unused_token_13687	1433DD3F0	142AD2FA4	1400831C0	1400C2908
13688	battalion_mult	1434499D8	142AC6828	1400831C0	1401185B5
13689	unused_token_13689	1433DD438	142AD2FBC	1400831C0	1400C2941
13690	unused_token_13690	1433DD480	142AD2FD4	1400831C0	1400C297A
13691	initial_carrier_air_wing_deployment	14343A648	142ABED40	1400831C0	14010C4E3
13692	can_create_factions	1433BC1C8	142AC79FC	1400831C0	1400A8553
13693	unused_token_13693	1433DD4C8	142AD2FEC	1400831C0	1400C29B3
13694	set_naval_production_line_air_wing_composition_command	1433A1408	142AF7E84	1400831C0	14009311B
13695	reverse_add_opinion_modifier	1433AA0A8	1427537CC	1400831C0	14009A06F
13696	market_access_rights	1433A66B8	142ABC0C4	1400831C0	140097291
13697	can_only_justify_war_on_threat_country	14343D4F8	142AC0DA8	1400831C0	14010E9D9
13698	has_manpower_for_recruit_change_to	143443888	142780034	1400831C0	1401138AB
13699	default_carrier_composition_weight	1433B08B8	142AC2A18	1400831C0	14009F2D1
13700	ai_liberate_desire	1433AA0F0	142784A08	1400831C0	14009A0A8
13701	distance_to	1433AA138	1427AFFCC	1400831C0	14009A0E1
13702	can_research	1433AA180	142784A0C	1400831C0	14009A11A
13703	has_annex_war_goal	1433AA1C8	142784A10	1400831C0	14009A153
13704	annex_cost_factor	1433BF930	1427D65DC	1400831C0	1400AB130
13705	unused_token_13705	1433DD510	142AD3004	1400831C0	1400C29EC
13706	ai_join_ally_desire_factor	143416EB8	1427D6004	1400831C0	1400F0391
13707	unused_token_13707	1433DD558	142AD301C	1400831C0	1400C2A25
13708	unused_token_13708	1433DD5A0	142AD3034	1400831C0	1400C2A5E
13709	unused_token_13709	1433DD5E8	142AD304C	1400831C0	1400C2A97
13710	unused_token_13710	1433DD630	142AD3064	1400831C0	1400C2AD0
13711	unused_token_13711	1433DD678	142AD307C	1400831C0	1400C2B09
13712	unused_token_13712	1433DD6C0	142AD3094	1400831C0	1400C2B42
13713	set_carrier_sticky_mission_area_command	1433A1450	142AF7EB0	1400831C0	140093154
13714	sticky_mission_area	143416F00	142AE7938	1400831C0	1400F03CA
13715	hostile_status	1433BF978	142AC90DC	1400831C0	1400AB169
13716	nuclear_production_factor	1433BC210	1427D637C	1400831C0	1400A858C
13717	enemy_controller_area	143416F48	142AE7968	1400831C0	1400F0403
13718	nuclear_strike	143416F90	142AE7998	1400831C0	1400F043C
13719	nuclear_strikes	143416FD8	142AE79CC	1400831C0	1400F0475
13720	local_org_regain	1433BC258	1427D6380	1400831C0	1400A85C5
13721	irrationality	143417020	142AE7A04	1400831C0	1400F04AE
13722	ai_badass_factor	143417068	1427D6008	1400831C0	1400F04E7
13723	essential	1433B0948	142AC2A4C	1400831C0	14009F343
13724	unused_token_13724	1433DD708	142AD30AC	1400831C0	1400C2B7B
13725	toggle_pinned_strategic_region_command	1433A1498	142AF7EE4	1400831C0	14009318D
13726	start_game_command	1433A14E0	142AF7F14	1400831C0	1400931C6
13727	unused_token_13727	1433DD750	142AD30C4	1400831C0	1400C2BB4
13728	set_pinned_strategic_region_command	1433A1528	142AF7F2C	1400831C0	1400931FF
13729	volunteers	1434170B0	142AE7A6C	1400831C0	1400F0520
13730	expeditionaries	1434170F8	142AE7A98	1400831C0	1400F0559
13731	hide_daynight_cycle	143417140	142AE7ACC	1400831C0	1400F0592
13732	show_allied_plans	143417188	142AE7AFC	1400831C0	1400F05CB
13733	hardness	1434171D0	1427B5058	1400831C0	1400F0604
13734	army_experience_daily	143417218	142AE7B50	1400831C0	1400F063D
13735	navy_experience_daily	143417260	142AE7B74	1400831C0	1400F0676
13736	air_experience_daily	1434172A8	142AE7B9C	1400831C0	1400F06AF
13737	game_unique_seed	1434172F0	142AE7BC8	1400831C0	1400F06E8
13738	on_research_complete	143440C60	142AC2E4C	1400831C0	1401115B6
13739	has_template_containing_unit	1434438D0	142780038	1400831C0	1401138E4
13740	send_volunteer_divisions_required	1433BF9C0	1427D65E0	1400831C0	1400AB1A2
13741	front_index	143417338	142AE7BEC	1400831C0	1400F0721
13742	theatre_index	143417380	142AE7C18	1400831C0	1400F075A
13743	unused_token_13743	1433DD798	142AD30DC	1400831C0	1400C2BED
13744	is_in_home_area	143443918	1427AE7B8	1400831C0	14011391D
13745	state_population	143443960	1427AE7BC	1400831C0	140113956
13746	ai_irrationality	1433AA210	142784A14	1400831C0	14009A18C
13747	factory_efficiencies	1434173C8	142AE7C34	1400831C0	1400F0793
13748	complete_tooltip	1434390E8	142ABDF64	1400831C0	14010B3F7
13749	add_to_war	1433AA2E8	1427537D0	1400831C0	14009A237
13750	unused_token_13750	1433DD7E0	142AD30F4	1400831C0	1400C2C26
13751	has_war_together_with	1434439A8	14278003C	1400831C0	14011398F
13752	has_destroyed_mesh	14343A690	142ABED70	1400831C0	14010C51C
13753	strategic_redeployment_command	1433A1570	142AF7F50	1400831C0	140093238
13754	unit_controller_pause	143417410	142AE7C38	1400831C0	1400F07CC
13755	members_has_changed	143417458	142AE7C50	1400831C0	1400F0805
13756	show_ideas_tooltip	1433AA330	1427537D4	1400831C0	14009A270
13757	num_armies_in_combat	143448F70	142AC62A4	1400831C0	140117D78
13758	num_ships_in_combat	143448FB8	142AC62DC	1400831C0	140117DB1
13759	num_ships	143449000	142AC6310	1400831C0	140117DEA
13760	has_capitulated	1434439F0	142780040	1400831C0	1401139C8
13761	org_loss_when_moving	1433BC2A0	1427D6384	1400831C0	1400A85FE
13762	open_on_window	1434174A0	142AE7C74	1400831C0	1400F083E
13763	open_on_object_shown	1434174E8	142AE7C90	1400831C0	1400F0877
13764	show_in_window	143417530	142AE7CA8	1400831C0	1400F08B0
13765	show_objects_in_window	143417578	142AE7CC8	1400831C0	1400F08E9
13766	can_guarantee_other_ideologies	1433BC2E8	1427D6388	1400831C0	1400A8637
13767	highlight_provinces	1434175C0	142AE7CF8	1400831C0	1400F0922
13768	highlight_regions	143417608	142AE7D0C	1400831C0	1400F095B
13769	requested_factories	14343A6D8	142ABED98	1400831C0	14010C555
13770	lended_cic	14343A720	142ABEDCC	1400831C0	14010C58E
13771	highlight_states_trigger	143417650	142AE7D3C	1400831C0	1400F0994
13772	local_factories	1433BFA08	1427D65E4	1400831C0	1400AB1DB
13773	damaged_factories	14343A768	142ABEDF8	1400831C0	14010C5C7
13774	active_factories	14343A7B0	142ABEE1C	1400831C0	14010C600
13775	group_color	143417698	142AE7D54	1400831C0	1400F09CD
13776	group_name	1434176E0	142AE7D80	1400831C0	1400F0A06
13777	theater_group	143417728	142AE7D9C	1400831C0	1400F0A3F
13778	theater_group_index	143417770	142AE7DB8	1400831C0	1400F0A78
13779	use_ingame_browser	1434177B8	142AE7DD0	1400831C0	1400F0AB1
13780	suspended_missions	143417800	142AE7DF4	1400831C0	1400F0AEA
13781	ask_for_state_control	1433A5590	142ABB44C	1400831C0	1400964FC
13782	give_state_control	1433A55D8	142ABB47C	1400831C0	140096535
13783	has_exp	143417848	142AE7E1C	1400831C0	1400F0B23
13784	unused_token_13784	1433DD828	142AD310C	1400831C0	1400C2C5F
13785	parent_version	1433B0990	142AC2A68	1400831C0	14009F37C
13786	create_equipment_variant	1433AA378	1427C0878	1400831C0	14009A2A9
13787	force_equipment_variants	1433B09D8	142AC2A94	1400831C0	14009F3B5
13788	version_name	14343A7F8	142ABEE44	1400831C0	14010C639
13789	assign_to_theater_group_command	1433A15B8	142AF7F8C	1400831C0	140093271
13790	disband_theater_group_command	1433A1600	142AF7FC0	1400831C0	1400932AA
13791	set_theater_group_name_command	1433A1648	142AF7FE4	1400831C0	1400932E3
13792	set_theater_group_priority_command	1433A1690	142AF8000	1400831C0	14009331C
13793	pending_events	143417890	142AE7E48	1400831C0	1400F0B5C
13794	open_hint	1433B6E88	142AC501C	1400831C0	1400A436B
13795	use_hint_position	1433B6ED0	142AC5030	1400831C0	1400A43A4
13796	add_equipment_production	1433AA3C0	1427BD810	1400831C0	14009A2E2
13797	interpolated_efficiency	143417920	142AE7E9C	1400831C0	1400F0BCE
13798	unused_token_13798	1433DD870	142AD3124	1400831C0	1400C2C98
13799	efficiency	14343A840	142ABEE7C	1400831C0	14010C672
13800	unused_token_13800	1433DD8B8	142AD313C	1400831C0	1400C2CD1
13801	show_major	143417968	142AE7ED0	1400831C0	1400F0C07
13802	add	1434179B0	142AE7F04	1400831C0	1400F0C40
13803	unused_token_13803	1433DD900	142AD3154	1400831C0	1400C2D0A
13804	open_on_alert	1434179F8	142AE7F3C	1400831C0	1400F0C79
13805	unused_token_13805	1433DD948	142AD316C	1400831C0	1400C2D43
13806	mountaineers	143441008	142AC2FF0	1400831C0	14011189B
13807	marines	143449090	142AC6364	1400831C0	140117E5C
13808	unit_ratio	14339B300	142AF39AC	1400831C0	14008E44A
13809	instant_effect	143417A40	142AE7F64	1400831C0	1400F0CB2
13810	order_virtual_children	143417A88	142AE7F8C	1400831C0	1400F0CEB
13811	virtual_fallback	143417AD0	142AE7FA0	1400831C0	1400F0D24
13812	virtual_order	143417B18	142AE7FC4	1400831C0	1400F0D5D
13813	virtual_creator	143417B60	142AE7FEC	1400831C0	1400F0D96
13814	virtually_created	143417BA8	142AE800C	1400831C0	1400F0DCF
13815	order_instance	143417BF0	142AE8028	1400831C0	1400F0E08
13816	unused_token_13816	1433DD990	142AD3184	1400831C0	1400C2D7C
13817	doctrine	143417C38	142AE8060	1400831C0	1400F0E41
13818	total_progress	143417C80	142AE8084	1400831C0	1400F0E7A
13819	per_country_section	143417CC8	142AE80AC	1400831C0	1400F0EB3
13820	ai_focus_military_equipment	14339AD60	142AF3544	1400831C0	14008DFD6
13821	ai_focus_military_equipment_factor	14339B150	1427D6318	1400831C0	14008E2F4
13822	add_ace	1433AA408	1427537DC	1400831C0	14009A31B
13823	has_army_manpower	143443A80	142780048	1400831C0	140113A3A
13824	unused_token_13824	1433DD9D8	142AD319C	1400831C0	1400C2DB5
13825	data_size	143417D10	142AE80CC	1400831C0	1400F0EEC
13826	ai_terrain_importance_factor	14339B3D8	142AF3A50	1400831C0	14008E4F5
13827	save_as_binary	143417D58	142AE80F4	1400831C0	1400F0F25
13828	will_lead_to_war_with	143417DA0	142AE8124	1400831C0	1400F0F5E
13829	unused_token_13829	1433DDA20	142AD31B4	1400831C0	1400C2DEE
13830	done_peace_conference_command	1433A16D8	142AF8028	1400831C0	140093355
13831	unused_token_13831	1433DDA68	142AD31CC	1400831C0	1400C2E27
13832	unused_token_13832	1433DDAB0	142AD31E4	1400831C0	1400C2E60
13833	score_from_countries	143417DE8	142AE8148	1400831C0	1400F0F97
13834	score_from_amounts	143417E30	142AE816C	1400831C0	1400F0FD0
13835	truce_until	143417E78	142AE81A4	1400831C0	1400F1009
13836	random_owned_controlled_state	143443C78	14275BDE0	1400831C0	140113BC9
13837	is_owned_and_controlled_by	143443CC0	1427AE7C0	1400831C0	140113C02
13838	suppression_factor	143417EC0	142AE81CC	1400831C0	1400F1042
13839	org_loss_summary	143417F08	142AE81EC	1400831C0	1400F107B
13840	org_loss_summary_index	143417F50	142AE8214	1400831C0	1400F10B4
13841	num_org_losses	143417F98	142AE8244	1400831C0	1400F10ED
13842	tutorial_chapter	143417FE0	142AE8274	1400831C0	1400F1126
13843	is_tutorial	143443AC8	14278004C	1400831C0	140113A73
13844	is_historical_focus_on	143443B10	142780050	1400831C0	140113AAC
13845	unused_token_13845	1433DDAF8	142AD31FC	1400831C0	1400C2E99
13846	update_connections	14339E900	142AF62C0	1400831C0	140090F0A
13847	unused_token_13847	1433DDB40	142AD3214	1400831C0	1400C2ED2
13848	state_category	1433BC330	142AC7A9C	1400831C0	1400A8670
13849	global_building_slots	1433BC3C0	1427D638C	1400831C0	1400A86E2
13850	global_building_slots_factor	1433BC408	1427D6390	1400831C0	1400A871B
13851	local_building_slots	1433BC450	1427D6394	1400831C0	1400A8754
13852	unused_token_13852	1433DDB88	142AD322C	1400831C0	1400C2F0B
13853	original_research_slots	1434417A0	14277FE4C	1400831C0	140111E9E
13854	total_points_needed	143440CA8	142AC2E70	1400831C0	1401115EF
13855	local_building_slots_factor	1433BC498	1427D6398	1400831C0	1400A878D
13856	unused_token_13856	1433DDBD0	142AD3244	1400831C0	1400C2F44
13857	unused_token_13857	1433DDC18	142AD325C	1400831C0	1400C2F7D
13858	unused_token_13858	1433DDC60	142AD3274	1400831C0	1400C2FB6
13859	transfer_market_stockpile_equipment_command	1433A3D60	142ABA384	1400831C0	1400951D6
13860	generate_wargoal_against	143418028	142AE82A0	1400831C0	1400F115F
13861	ai_message	1433AA450	1427537E4	1400831C0	14009A354
13862	historical_ai	143418070	142AE82D4	1400831C0	1400F1198
13863	has_wargoal_against	143443B58	142780054	1400831C0	140113AE5
13864	is_justifying_wargoal_against	143443BE8	14278005C	1400831C0	140113B57
13865	unused_token_13865	1433DDCA8	142AD328C	1400831C0	1400C2FEF
13866	unused_token_13866	1433DDCF0	142AD32A4	1400831C0	1400C3028
13867	is_owner_neighbor_of	143443C30	142780060	1400831C0	140113B90
13868	full_path	1434180B8	142AE8304	1400831C0	1400F11D1
13869	members_to_delete	143418100	142AE8324	1400831C0	1400F120A
13870	airs_to_delete	143418148	142AE8364	1400831C0	1400F1243
13871	generate_wargoal_tension	143418190	1427D600C	1400831C0	1400F127C
13872	mass_cancel_move_command	14339EE10	142AF6708	1400831C0	14009130C
13873	add_area_defense_state_command	14339FDD0	142AF71D8	1400831C0	140091F84
13874	air_mission_efficiency	1433BFA50	1427D65E8	1400831C0	1400AB214
13875	amphibious_invasion_defence	1433BFA98	1427D65EC	1400831C0	1400AB24D
13876	unused_token_13876	1433DDD38	142AD32BC	1400831C0	1400C3061
13877	manpower_pool	1434181D8	142AE83C0	1400831C0	1400F12B5
13878	interface_category	1433B0A20	142AC2ABC	1400831C0	14009F3EE
